domain	stratum	grts_part	max_sample_size_all_panels	n_spare_units_theoretical	grts_address_start	grts_index_start	grts_index_end	grts_address_end	grts_index_gap_end	grts_address_gap_end	n_spare_units
5	94	2	2	30	50026802	59	60	51751218	78	66804018	18
6	20	1	5	75	4325362	1	5	8323058	35	46989298	30
6	20	2	2	30	48132082	36	37	50249714	49	63620082	12
6	22	1	1	15	19628018	1	1	19628018	1	19628018	0
6	22	2	1	15	19628018	1	1	19628018	1	19628018	0
6	23	1	14	210	229362	1	14	3365874	224	56913490	210
6	23	2	2	30	57159250	225	226	57302002	258	66989650	30
6	24	1	1	15	1675858	1	1	1675858	1	1675858	0
6	24	2	1	15	1675858	1	1	1675858	1	1675858	0
6	25	1	4	60	728050	1	4	19192818	18	46619634	14
6	25	2	1	15	47249394	19	19	47249394	23	62914546	4
6	26	1	2	30	1675858	1	2	3234802	5	19291122	3
6	26	2	1	15	47498226	6	6	47498226	8	63953906	2
6	27	1	1	15	17810418	1	1	17810418	1	17810418	0
6	29	1	2	30	28100594	1	2	59832306	1	28100594	0
6	29	2	1	15	59832306	2	2	59832306	2	59832306	0
6	30	1	3	45	1675858	1	3	18488306	4	19291122	1
6	30	2	1	15	63953906	5	5	63953906	5	63953906	0
6	41	1	3	45	2715218	1	3	9842674	7	39490130	4
6	41	2	1	15	45268978	8	8	45268978	10	58776562	2
6	42	1	2	30	1675858	1	2	11035634	3	18488306	1
6	42	2	1	15	50041426	4	4	50041426	5	61042674	1
6	44	1	9	135	8239090	1	9	28162034	17	52239346	8
6	44	2	3	45	52530162	18	20	59291634	22	64862194	2
6	46	1	15	225	23538	1	15	793586	240	15136754	225
6	46	2	2	30	15204338	241	242	15229938	1137	67108850	30
6	47	1	15	225	12274	1	15	194546	240	2453490	225
6	47	2	3	45	2464754	241	243	2483186	6769	67104338	45
6	48	1	4	60	2148338	1	4	20017138	7	33748978	3
6	48	2	2	30	47380466	8	9	53571570	11	59600882	2
6	55	1	13	195	721906	1	13	6773746	86	58062418	73
6	55	2	2	30	58119154	87	88	59114482	99	67106386	11
6	56	1	8	120	4922354	1	8	21582418	19	49334258	11
6	56	2	3	45	51431410	20	22	53739506	26	66671186	4
6	57	1	6	90	552530	1	6	6843986	44	52133874	38
6	57	2	2	30	52981330	45	46	57175634	59	67106386	13
6	59	1	2	30	9488370	1	2	64702450	1	9488370	0
6	59	2	1	15	64702450	2	2	64702450	2	64702450	0
6	65	1	2	30	3021810	1	2	14687218	2	14687218	0
6	65	2	1	15	28187634	3	3	28187634	3	28187634	0
6	70	1	5	75	482290	1	5	14370802	13	40071154	8
6	70	2	2	30	47083506	14	15	52222962	18	65236978	3
6	72	1	9	135	1465330	1	9	11328498	41	51960818	32
6	72	2	3	45	54027250	42	44	56155122	54	66713586	10
6	73	1	6	90	1000434	1	6	5194738	52	47062002	46
6	73	2	2	30	47553522	53	54	47773682	70	66427890	16
6	81	1	6	90	48114	1	6	1096690	96	13679602	90
6	81	2	2	30	13876210	97	98	13994994	483	66891762	30
6	87	1	11	165	18002	1	11	564210	176	7012338	165
6	87	2	3	45	7043058	177	179	7107154	1737	67040850	45
6	90	1	2	30	18826226	1	2	40190962	1	18826226	0
6	90	2	1	15	40190962	2	2	40190962	2	40190962	0
6	92	1	4	60	837618	1	4	18826226	9	40683506	5
6	92	2	2	30	50120690	10	11	51169266	13	59295730	2
6	93	1	1	15	18826226	1	1	18826226	1	18826226	0
6	93	2	1	15	40190962	2	2	40190962	2	40190962	0
6	94	1	6	90	260082	1	6	2160626	96	37503986	90
6	94	2	2	30	37599218	97	98	38324210	191	66864114	30
7	44	1	11	165	2327426	1	11	15188658	30	51872642	19
7	44	2	3	45	54291122	31	33	56853378	38	156853378	5
7	47	1	4	60	443266	1	4	30851970	4	30851970	0
7	47	2	2	30	50774914	5	6	57066370	6	57066370	0
7	52	1	4	60	1924530	1	4	13802930	9	39935410	5
7	52	2	2	30	49175986	10	11	55401906	14	66231730	3
7	55	1	1	15	1819314	1	1	1819314	1	1819314	0
7	55	2	1	15	1819314	1	1	1819314	1	1819314	0
7	57	1	2	30	20868994	1	2	35066754	3	50774914	1
7	57	2	1	15	64426882	4	4	64426882	4	64426882	0
7	58	1	5	75	589698	1	5	10015618	14	40791938	9
7	58	2	2	30	43675522	15	16	55472002	19	61931394	3
7	59	1	1	15	35454850	1	1	35454850	1	35454850	0
7	59	2	1	15	35454850	1	1	35454850	1	35454850	0
7	61	1	6	90	946050	1	6	3188146	96	48261810	90
7	61	2	2	30	48299906	97	98	48721794	141	67006338	30
7	62	1	3	45	4761010	1	3	9929602	5	26706818	2
7	62	2	1	15	55280514	6	6	55280514	7	56066946	1
7	65	1	6	90	643970	1	6	2497202	57	50164610	51
7	65	2	2	30	50401154	58	59	50426754	76	66941826	17
7	67	1	14	210	308098	1	14	3811458	224	46226866	210
7	67	2	2	30	46297986	225	226	46445442	328	66821554	30
7	75	1	3	45	10645378	1	3	35079042	2	32277378	0
7	75	2	2	30	35079042	3	4	48989058	4	48989058	0
7	80	1	6	90	45954	1	6	160642	96	1799042	90
7	80	2	2	30	1840002	97	98	1880962	3311	67101570	30
7	81	1	6	90	94082	1	6	1088946	96	22126002	90
7	81	2	2	30	22486450	97	98	22527410	322	66985090	30
7	84	1	6	90	28546	1	6	913282	96	11260802	90
7	84	2	2	30	11367298	97	98	11771314	605	66935938	30
7	85	1	5	75	193410	1	5	11367298	24	41575298	19
7	85	2	2	30	41776002	25	26	45769602	33	64885634	7
7	86	1	6	90	3970	1	6	269442	96	4026242	90
7	86	2	2	30	4027266	97	98	4055938	1383	67026354	30
7	90	1	5	75	541570	1	5	5260162	34	42763138	29
7	90	2	2	30	44057474	35	36	44954498	48	64581506	12
7	91	1	6	90	3726770	1	6	7730050	45	51277698	39
7	91	2	2	30	52577154	46	47	53964674	60	66547586	13
